year,Income_Category,Before_Tax_Income,Net_Worth,Assets,Financial_Assets,Transaction_Accounts,Certificates_of_Deposit,Savings_Bonds,Directly_Held_Bonds,Directly_Held_Stocks,Pooled_Investment_Funds,Cash_Value_Life_Insurance,Other_Managed_Assets,Retirement_Accounts,Other_Financial_Assets,Stock_Holdings,Nonfinancial_Assets,Primary_Residence,Owned_Vehicles,Other_Residential_Real_Estate,Net_Equity_in_Nonres_Real_Estate,Business_Equity,Other_Non_Financial_Assets,Unrealized_Capital_Gains,Debt,Home_Secured_Debt,Other_Res_Real_Estate_Debt,Installment_Loans,Other_Lines_of_Credit,Credit_Card_Balances,Other_Debt,Mortgages_Home_Equity_Loans,Home_Equity_Lines_of_Credit,Vehicle_Installment_Loans,Education_Installment_Loans,Other_Installment_Loans
2010,80-89.9,132.9432335,340.4313898,529.0336553,139.3868183,12.96073543,30.63446557,0.94259894,117.8248676,16.49548146,78.35353693,11.78248676,94.25989405,103.6858835,11.78248676,68.83917887,366.553163,294.5621689,32.99096292,141.3898411,68.33842319,100.1511374,25.92147086,67.16017451,192.9971331,186.1632907,103.6858835,22.38672484,17.67373013,6.951667186,5.891243378,186.1632907,23.56497351,15.31723278,23.56497351,4.712994702
2010,90-100,241.9327312,1402.115924,1750.877532,648.9793705,41.23870365,40.06045497,2.356497351,349.9398567,73.05141789,235.6497351,35.34746027,176.7373013,326.3748831,58.91243378,314.0032721,891.3451231,559.6681209,42.41695232,377.0395762,235.6497351,530.211904,41.23870365,184.9850421,314.8280461,282.7796821,212.0847616,25.92147086,23.56497351,8.954689935,18.85197881,265.105952,69.51667186,20.03022749,29.45621689,14.13898411
2013,Less than 20,15.60215144,6.808655243,16.47365118,1.0981702,0.65890212,9.114812663,0.5490851,1.0981702,10.981702,34.04327621,4.941765902,21.96340401,5.710485042,2.196340401,7.247923323,25.25791461,87.85361603,7.467557363,71.38106303,17.57072321,20.86523381,4.392680802,18.66889341,11.86023816,46.12314842,124.0932327,8.785361603,1.317804241,1.0981702,3.294510601,49.41765902,27.45425501,5.930119082,13.17804241,3.294510601
2013,20-39.9,31.20430288,23.61065931,68.30618647,4.502497822,1.570383387,14.27621261,1.0981702,21.96340401,26.35608481,73.57740343,3.294510601,59.30119082,14.27621261,2.196340401,10.981702,65.89021202,119.7005518,10.21298286,82.36276503,35.66307726,20.31614871,10.981702,25.25791461,23.06157421,77.97008423,46.12314842,11.20133604,1.317804241,1.482529771,2.196340401,77.97008423,31.84693581,8.346093523,16.47255301,3.184693581
2013,40-59.9,51.26421187,67.86691838,155.6118156,17.79035725,3.294510601,25.25791461,1.0981702,27.45425501,17.57072321,46.12314842,8.785361603,76.87191403,27.45425501,3.843595701,15.37438281,120.798722,137.2712751,15.37438281,76.87191403,43.92680802,27.45425501,7.687191403,20.86523381,43.92680802,94.44263724,61.49753122,13.17804241,0.812645948,2.306157421,3.294510601,93.34446703,23.06157421,12.0798722,16.47255301,3.953412722
2013,60-79.9,83.58295414,174.2916907,299.053709,57.48920999,7.467557363,10.981702,1.0981702,43.92680802,10.981702,37.88687191,8.785361603,76.87191403,56.00668022,10.981702,30.74876561,214.6922742,186.6889341,23.83029335,93.34446703,56.00668022,38.43595701,16.47255301,36.23961661,109.2679349,124.0932327,76.87191403,19.10816149,5.161399942,3.294510601,3.843595701,124.0932327,19.76706361,14.49584665,18.88852745,3.294510601
2013,80-89.9,133.7327266,327.6939878,541.1233663,141.0050537,14.60566367,16.47255301,1.0981702,76.87191403,21.96340401,82.36276503,9.883531804,120.798722,115.6373221,10.981702,75.55410979,333.9535579,274.5425501,30.23262562,133.9767645,76.87191403,60.39936102,19.76706361,49.307842,197.6706361,189.9834447,92.24629683,22.27089166,13.94676155,4.941765902,5.820302062,191.0816149,30.74876561,16.47255301,20.86523381,5.490851002
2013,90-100,251.8633018,1245.874092,1538.591359,625.2981121,56.00668022,32.94510601,2.745425501,439.2680802,120.798722,274.5425501,32.94510601,241.5974441,309.6839965,30.74876561,309.5741795,781.8971827,521.6308452,38.43595701,329.4510601,219.6340401,549.0851002,54.90851002,208.6523381,296.5059541,282.2297415,192.1797851,24.37937845,49.41765902,4.173046762,16.47255301,283.3279117,36.61299448,19.76706361,29.65059541,9.993348824
2016,Less than 20,16.15935073,7.019578059,12.61396906,0.999758087,0.63814346,8.508579466,0.531786217,42.54289733,7.445007032,26.58931083,2.127144866,93.59437412,7.870436006,2.127144866,6.168720113,24.56852321,94.65794655,7.870436006,58.49648383,7.445007032,15.9535865,5.849648383,21.27144866,11.00797468,53.17862166,39.24582278,10.63572433,0.499879044,0.850857947,2.978002813,53.17862166,15.9535865,8.508579466,15.9535865,2.23350211
2016,20-39.9,33.3959915,33.50253165,71.31253165,5.211504923,1.701715893,21.27144866,1.063572433,106.3572433,15.9535865,86.14936709,5.317862166,63.81434599,18.08073136,4.254289733,10.63572433,67.96227848,119.1201125,11.69929677,74.45007032,63.81434599,21.81706132,10.63572433,26.58931083,24.75996625,67.00506329,46.26540084,12.7628692,1.701715893,1.808073136,2.127144866,69.13220816,29.78002813,10.3166526,21.27144866,2.765288326
2016,40-59.9,56.01908252,87.10658228,171.4478762,19.8888045,4.041575246,10.63572433,0.850857947,31.907173,8.721293952,58.49648383,6.381434599,85.08579466,26.58931083,2.658931083,16.48537271,135.499128,159.535865,17.01715893,79.76793249,26.58931083,42.54289733,10.54000281,33.28981716,44.98911392,94.65794655,69.13220816,17.01715893,2.127144866,2.127144866,3.1907173,94.65794655,23.39859353,12.7628692,19.1443038,4.254289733
2016,60-79.9,91.56965411,177.9037609,321.5705934,67.21777778,8.721293952,21.27144866,0.63814346,85.08579466,12.7628692,63.81434599,10.21029536,106.3572433,54.24219409,10.63572433,33.74077187,222.6057103,207.3966245,24.88759494,90.40365682,42.54289733,52.11504923,15.9535865,37.22503516,109.5479606,121.2472574,53.17862166,22.76045007,7.306742616,3.1907173,5.317862166,124.4379747,29.78002813,17.01715893,21.27144866,4.254289733
2016,80-89.9,145.4341565,414.4741772,616.1647356,189.9540366,19.8888045,21.27144866,1.91443038,106.3572433,22.3350211,127.628692,21.27144866,140.3915612,141.4551336,10.63572433,87.21293952,358.5302672,292.4824191,32.33260197,159.535865,139.3279888,106.3572433,21.27144866,69.13220816,181.1263854,166.980872,110.0797468,26.58931083,1.91443038,5.105147679,10.63572433,170.1715893,42.54289733,18.08073136,22.3350211,6.381434599
2016,90-100,276.8635424,1743.780183,2058.119016,870.555308,65.94149086,63.81434599,1.59535865,410.5389592,132.9465542,479.1393812,40.41575246,276.5288326,428.6207542,37.22503516,388.2039381,955.938903,584.9648383,40.41575246,372.2503516,319.07173,531.7862166,53.17862166,259.5116737,318.0081575,285.0374121,207.3966245,29.78002813,53.17862166,6.381434599,29.78002813,287.164557,53.17862166,20.20787623,35.0978903,17.01715893
2019,Less than 20,16.28988643,9.3,15.29,1.12,0.81,8,0.5,19.3,2,35,3,50,13,1.5,6.7,27.1,99,6.8,60,27,25,5,29,9.85,50,107,10,1.2,1.1,1.1,58,17,7.6,15,2.1
2019,20-39.9,35.63412656,43.8,82.2,5.75,2.05,20,0.75,250,9,30,6,49,17,2,9,80.2,150,11,70,40,49,10,39,25,70,28,14,1.7,1.9,2.5,75,21,10,24,3
2019,40-59.9,59.05083829,95.62,204.2,20.92,4.315,16,0.5,100,5,65,5.5,128,28,6,15,159,180,16,90,48,65,12,40,48.3,99,25,16.8,0.9,2.4,4.5,102,18,11,21.7,3
2019,60-79.9,95.70308275,205.2,365.1,65.5,10,25,0.5,300,18,50,10,110,60,4,33.1,252.225,230,24.9,100,40,41,15,52,112.3,133,82,21,2,3.6,7,138,22,15,24.4,6.5
2019,80-89.9,151.6995673,387.85,635,169.5,20,12,0.9,250,30,106,10,98,134,8,85.23,410.3,330,30,170,75,76,25,81,200.4,200,105,25,6.2,5,9.2,200,31,17,28,5.7
2019,90-100,290.163602,1589.3,1925,800.5,70,100,3,400,100,452,40,318,460,45,432.06,868,575,39,390,235,593,50,240,306.29,270,240,25,4,6,28,268,51,20,22,5.8
